RowNumber,CustomerId,CreditScore,Geography,Age,FeesCharges,NumOfApplications,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6151,15633608,495,Germany,67,6620.5,3,0,0,55796.83,1
6152,15805261,742,Spain,29,5861.48,2,1,1,152097.02,0
6153,15740356,700,Germany,26,24249.56,1,1,0,162443.05,0
6154,15808223,630,Spain,41,8859.04,1,1,0,55551.26,0
6155,15769980,713,Germany,40,13064.48,1,0,1,109496.69,0
6156,15776494,682,France,61,3438.54,1,0,1,41815.22,1
6157,15592412,575,Germany,45,26546.2,1,1,0,74005.04,1
6158,15777452,635,France,46,297.62,1,1,0,70224.34,0
6159,15692258,611,Spain,31,22685.38,1,0,0,145528.22,0
6160,15791045,590,France,38,15146.59,1,0,1,124486.28,0
6161,15807889,673,Germany,74,465.62,1,1,0,10078.02,0
6162,15602043,779,Germany,46,6243.38,2,1,0,164967.21,0
6163,15807335,701,Spain,64,8356.7,1,1,0,91149.48,0
6164,15629985,659,Germany,47,20400.39,2,0,0,103379.31,1
6165,15679453,483,Germany,39,0,1,1,1,128049.34,1
6166,15691513,467,France,60,2504.16,4,1,1,13614.01,1
6167,15715184,767,Spain,31,3659.95,2,0,0,40496.72,0
6168,15702801,581,Germany,29,23816.63,1,1,1,91903.9,1
6169,15719931,850,France,31,3544.19,2,1,0,178667.7,0
6170,15806081,659,Germany,48,2182.56,2,1,0,32202.61,0
6171,15796336,791,Spain,34,13468.03,2,1,0,117034.32,0
6172,15647306,721,Germany,29,47631.21,1,0,0,163746.09,1
6173,15742369,693,Spain,31,1746.16,2,1,0,20346.69,0
6174,15675650,513,France,39,0,1,1,0,120531.31,0
6175,15574119,608,Spain,64,8605.24,1,0,1,152273.57,0
6176,15754168,550,France,40,0,1,1,0,144345.58,0
6177,15763029,512,Germany,46,32442.93,1,0,0,96961,1
6178,15765048,563,France,30,16791.15,2,0,1,170307.43,0
6179,15707559,684,France,30,15330.39,2,1,1,195104.91,0
6180,15582129,445,France,62,4144.38,3,1,1,187756.24,1
6181,15687540,686,France,32,5326.71,2,1,0,67599.69,0
6182,15670898,687,France,60,9476.6,2,1,1,25980.42,1
6183,15775433,705,Germany,71,5365.46,2,0,1,112222.64,0
6184,15677955,781,Germany,33,3258.56,1,0,1,42581.09,0
6185,15570086,731,Germany,18,149.08,1,0,1,4777.23,0
6186,15673591,753,France,44,0,4,1,1,128521.16,1
6187,15631756,564,France,35,7830.93,2,1,0,109029.72,0
6188,15757617,745,France,55,122.6,1,1,0,2267.88,0
6189,15637857,649,France,31,2301.06,1,1,0,76456.17,0
6190,15681007,744,France,35,18883.64,4,1,0,75478.95,1
6191,15629273,567,Germany,42,58558.42,1,0,0,193471.74,1
6192,15765846,823,Spain,31,3324.99,1,0,1,103570.8,0
6193,15596013,680,Germany,58,34590.84,1,0,0,102628.56,1
6194,15774936,522,Germany,41,63180.85,1,1,1,192070.16,1
6195,15685640,652,France,41,8253.65,1,1,0,144808.37,0
6196,15566563,692,Germany,30,1085.87,1,1,1,5008.23,1
6197,15768746,598,France,33,8851.56,2,1,0,173680.39,0
6198,15689952,727,Spain,41,16371.82,1,0,1,115753.94,0
6199,15725906,543,Spain,51,9229.15,1,1,1,38928.48,1
6200,15634501,547,France,60,35794.57,1,1,0,174381.23,0
6201,15571940,655,Spain,22,1583.08,1,1,0,49829.8,0
6202,15741643,796,Germany,35,5039.87,1,1,0,76169.68,0
6203,15718531,602,France,35,1529.59,2,1,0,176779.46,0
6204,15628308,850,France,24,1438.38,2,1,0,13159.9,0
6205,15585287,831,Germany,35,12245.82,1,1,0,48217.97,1
6206,15781619,681,Germany,38,27105.42,1,0,0,134964.85,1
6207,15805162,597,France,25,14642.74,2,0,1,184221.11,0
6208,15775307,579,Spain,38,8806.52,1,1,1,92797.23,0
6209,15777616,628,Germany,28,2485.6,1,0,1,33114.24,0
6210,15692291,457,Spain,42,44977.91,2,1,1,154347.95,1
6211,15680843,675,France,34,1050.17,2,1,0,184842.21,0
6212,15606232,682,Spain,36,21430.48,1,1,0,155743.48,0
6213,15641585,850,France,40,6736.01,1,0,1,88815.25,0
6214,15806389,549,Germany,55,35003.57,2,1,1,116548.02,1
6215,15641860,629,Germany,34,61995.85,2,1,1,166324.79,1
6216,15814237,647,Germany,30,4194.97,2,0,1,40199.01,0
6217,15808780,850,France,34,5522.12,2,0,1,51919.04,0
6218,15767064,669,Spain,36,8206.41,1,1,1,73329.08,0
6219,15751177,669,Germany,44,38454.05,1,1,1,145387.05,1
6220,15613427,710,Germany,49,16833.44,2,0,1,140763.18,0
6221,15748660,518,Germany,49,32030.76,1,0,0,133051.64,1
6222,15726695,663,Spain,20,12544.78,2,0,1,86791.9,0
6223,15757473,766,France,27,5099.54,2,1,0,47579.25,0
6224,15809509,709,France,29,15168.92,1,1,0,151623.71,0
6225,15715512,850,Germany,29,6682.46,1,0,1,164039.51,0
6226,15614168,714,Germany,50,4651.61,1,0,0,16528.4,1
6227,15679818,539,Germany,67,21435.79,1,1,1,66753.1,1
6228,15609928,850,Germany,43,4005.82,2,0,1,19244.58,0
6229,15638730,725,France,21,161.23,2,1,0,1408.68,0
6230,15697034,588,Spain,22,28.04,2,1,0,5985.36,0
6231,15677387,759,Germany,33,2478.38,1,1,0,30396.43,0
6232,15759184,722,France,34,251.37,1,1,0,2498.67,0
6233,15595991,590,France,54,4385.83,1,1,0,55346.14,0
6234,15681332,350,France,43,19609.25,1,0,0,148330.97,1
6235,15756299,747,France,64,6105.18,1,1,0,59237.72,0
6236,15750547,765,France,26,1851.12,2,0,1,48644.94,0
6237,15566380,622,Spain,33,15070.63,2,0,1,140759.03,0
6238,15674671,606,Spain,76,11292.97,2,0,1,181718.73,0
6239,15621466,636,Germany,38,3023.14,1,1,0,37054.65,0
6240,15607176,688,France,22,15758.49,1,0,1,173940.59,0
6241,15570299,607,Germany,31,13966.96,1,1,0,99298.8,0
6242,15613197,619,France,40,3846.45,2,0,1,62933.03,0
6243,15798885,662,France,56,6746.92,2,0,1,55287.84,0
6244,15613140,580,France,34,844.5,1,1,1,63173.64,0
6245,15604497,509,Germany,44,25172.29,1,1,0,178642.73,0
6246,15774164,516,Germany,33,3026.46,2,1,0,33300.56,0
6247,15774127,616,France,46,6479.36,2,1,0,76515.79,0
6248,15619016,711,Germany,46,2671.58,2,1,1,33680.56,0
6249,15795759,584,Germany,52,34948.55,1,1,1,168886.39,1
6250,15798844,631,France,54,49489.22,1,0,0,191746.23,1
6251,15717962,792,Spain,63,5351.93,1,1,0,93091.02,0
6252,15691504,687,Germany,52,2767.73,1,1,0,23904.52,0
6253,15693893,732,Germany,59,1634.77,1,1,0,15807.07,0
6254,15672499,695,France,34,12054.18,2,0,1,83773.02,0
6255,15750410,726,France,25,9835.28,1,0,1,90162.35,0
6256,15568904,643,Germany,34,1688.23,1,1,0,36639.25,0
6257,15649033,511,Germany,55,51014.25,2,1,1,139469.11,1
6258,15780989,449,Spain,43,18400.26,1,0,0,198402.37,1
6259,15771059,770,Germany,34,18584.71,1,0,1,194584.48,0
6260,15687852,627,France,30,9778.49,1,1,0,159629.64,0
6261,15695280,544,Germany,24,1549.94,1,1,0,34231.48,0
6262,15592751,614,Germany,63,17746.3,1,0,0,69643.31,1
6263,15598338,664,Germany,33,12381.66,2,1,0,90270.16,0
6264,15735784,658,France,38,5115.8,1,1,0,47848.56,0
6265,15629128,794,Germany,42,665.75,2,1,0,162865.52,0
6266,15637977,562,Germany,25,5741.44,1,1,0,54372.37,0
6267,15600792,615,Spain,29,20478.49,2,0,1,133897.32,0
6268,15686588,786,France,28,6348.35,1,1,0,118313.38,0
6269,15761018,543,Germany,50,45432.38,2,0,0,181224.24,1
6270,15616029,736,France,32,396.15,2,0,0,7921.57,0
6271,15761149,677,France,44,411.34,1,1,0,5708.19,0
6272,15802758,570,Germany,23,14186.13,2,0,0,56756.52,1
6273,15647838,524,Germany,51,1249.57,1,0,0,4121.04,1
6274,15581286,755,France,40,2181.51,1,1,0,12799.23,0
6275,15643439,558,France,47,4079.11,2,1,1,25482.62,0
6276,15600173,639,France,33,4863.25,2,1,0,41447.86,0
6277,15664849,463,Spain,46,58195.76,1,0,1,189988.65,1
6278,15762455,685,Spain,33,23719.34,1,1,1,170819.01,0
6279,15797165,684,France,56,22040.22,1,0,0,85547.33,1
6280,15788189,705,France,41,0,1,1,0,137037.97,0
6281,15678497,841,Spain,48,36686.52,1,0,0,169425.3,1
6282,15588560,578,Germany,32,18478.51,1,1,0,132038.65,0
6283,15606003,583,France,21,518.5,2,1,0,3626.47,0
6284,15611756,607,Germany,47,7446.45,2,1,0,50881.51,0
6285,15789563,610,Germany,46,41341.61,1,0,0,149170.25,1
6286,15702416,749,France,43,7458,1,1,0,182505.68,0
6287,15766288,563,Germany,36,43249.22,1,1,1,194072.56,1
6288,15622774,680,France,34,21515.87,1,0,1,167931.81,0
6289,15755416,573,France,27,0,1,0,1,123096.56,0
6290,15769915,659,Spain,20,114.84,1,1,1,3965.69,0
6291,15643908,466,France,49,5554.3,1,1,0,87711.61,0
6292,15627395,674,Germany,41,4271.4,1,0,1,49667.28,0
6293,15586517,664,France,32,196.26,1,1,1,23132.73,0
6294,15651581,648,Germany,68,9955.72,1,1,0,35865.44,1
6295,15596379,772,Germany,39,1078.94,1,0,1,26136.13,0
6296,15746674,637,France,47,13089.87,1,0,0,33373.26,1
6297,15663808,710,Germany,59,9190.74,2,1,1,188782.3,0
6298,15598521,625,Germany,33,4343.57,2,0,1,79775.19,0
6299,15621457,850,France,27,20510.59,2,0,0,152740.16,0
6300,15772618,679,France,25,10705.73,1,1,1,112256.57,0
6301,15646374,781,Germany,28,0,2,0,1,13182.43,0
6302,15716501,660,France,32,0,1,1,0,187551.24,0
6303,15589948,661,Spain,28,1464.91,2,0,1,110560.14,0
6304,15811343,688,Germany,35,3227.42,3,1,0,63795.62,0
6305,15659677,777,France,47,4325.72,1,1,0,62086.62,0
6306,15594436,594,Spain,33,0,2,1,0,12483.56,0
6307,15748995,727,Spain,30,466.07,2,1,0,10963.04,0
6308,15677062,716,France,38,742.79,1,0,1,8247,0
6309,15697201,652,Spain,46,7878.25,1,0,1,156260.08,0
6310,15666453,654,Germany,29,0,2,1,0,26927.69,0
6311,15693771,589,Spain,45,26609.28,1,0,0,84782.42,1
6312,15569867,566,France,29,3115.78,2,0,1,19842.11,0
6313,15711602,721,France,36,10208.43,1,0,1,95393.43,0
6314,15717736,643,Germany,46,23311.13,2,0,1,133995.59,0
6315,15732791,658,Germany,32,12479.17,1,1,0,99154.86,0
6316,15775104,717,France,38,6704.19,1,1,0,49503.5,0
6317,15757607,559,France,45,59164.18,1,1,1,196533.72,1
6318,15793070,428,Spain,41,51431.9,2,0,0,188426.13,1
6319,15760456,730,Germany,38,19327.38,3,0,0,171340.68,1
6320,15665385,712,France,44,6482.83,1,1,0,79071.89,0
6321,15732061,725,Germany,45,1746.98,1,0,0,6865.41,1
6322,15662641,850,France,19,6401.24,1,1,1,68569.89,0
6323,15616530,613,Germany,36,13143.35,1,1,1,47031.4,1
6324,15744979,690,France,36,25612.01,1,0,1,158666.99,0
6325,15745433,720,Germany,30,7696.88,2,0,1,65464.66,0
6326,15718572,648,Germany,57,9828.31,2,1,0,103548.25,0
6327,15665783,588,France,49,15697.8,2,1,0,89609.26,0
6328,15652782,712,Germany,48,10703.9,2,0,1,193476.04,0
6329,15707025,682,Spain,31,531.12,2,0,1,5199.02,0
6330,15647807,681,France,40,6494.45,1,1,0,52827.51,0
6331,15718281,661,Germany,67,25098.41,2,1,1,86507.88,1
6332,15660571,677,Spain,43,11957.61,1,0,1,100423.88,0
6333,15639252,676,Spain,30,1173.19,2,0,1,19282.85,0
6334,15628144,645,France,72,3063.33,1,0,1,27448.33,0
6335,15653275,671,Spain,54,13694.31,2,0,0,45113.92,1
6336,15622182,684,Germany,28,3401.17,2,0,1,110776.01,0
6337,15613962,565,France,38,12446.92,2,0,1,183042.2,0
6338,15618437,612,Spain,34,25092.08,2,0,1,161571.79,0
6339,15783338,534,Spain,32,25115.65,1,0,1,166692.03,0
6340,15712960,679,Spain,37,278.85,1,0,1,5353.12,0
6341,15688157,699,Germany,39,10330.62,2,1,0,86019.48,0
6342,15599084,799,France,33,15078.64,1,1,1,167058.75,0
6343,15570931,523,France,61,9866.7,1,1,1,31641.52,1
6344,15615177,621,Spain,28,7272.57,1,0,1,70548.96,0
6345,15809906,638,Germany,26,1334.81,2,1,0,24411.02,0
6346,15652169,698,France,35,10228.37,1,0,1,122254.86,0
6347,15649450,805,Germany,24,5550.29,2,0,1,186035.72,0
6348,15610936,588,France,33,15399.52,2,1,0,111590.35,0
6349,15590094,655,Germany,38,927.48,2,1,0,15859.95,0
6350,15572706,605,France,37,7555.61,1,1,0,61324.87,0
6351,15634564,629,Spain,31,7707.83,1,1,1,176868.89,0
6352,15684296,716,France,34,0,1,1,0,98896.06,0
6353,15702293,660,Spain,35,9421.75,2,0,1,108739.15,0
6354,15773273,763,Spain,38,17863.27,1,1,0,163317.5,0
6355,15800482,622,Spain,33,24478.26,2,1,1,168261.4,0
6356,15732644,544,Spain,54,3728.89,2,1,0,158590.66,1
6357,15713426,620,Germany,30,8210.9,1,1,0,102566.46,1
6358,15640789,730,France,38,5022.73,1,1,0,141827.83,0
6359,15598892,830,France,30,29373.73,2,1,0,161671.15,0
6360,15606436,524,Spain,38,15741.04,2,1,0,192013.23,0
6361,15751227,812,France,47,17990.13,1,1,0,127875.1,0
6362,15812365,850,France,40,4656.93,1,1,0,60811.56,0
6363,15616088,787,France,70,10953.36,1,0,1,131177.22,0
6364,15803886,640,Spain,31,17492.14,1,0,1,130862.11,0
6365,15587311,591,Spain,33,8141.02,2,1,1,72970.93,0
6366,15617401,470,France,22,4225.61,2,0,1,28123.99,0
6367,15775886,608,Germany,36,21113.48,1,1,1,140754.19,1
6368,15807305,808,France,39,9948.89,1,0,0,166650.32,0
6369,15761717,757,France,26,4754.31,2,1,0,45507.24,0
6370,15628008,797,Spain,29,16876.86,1,0,1,112202.64,0
6371,15583755,616,Germany,33,3887.34,1,1,0,37140.2,0
6372,15661409,530,France,42,47061.19,1,1,1,178256.58,1
6373,15681476,410,Germany,39,13779.27,1,1,1,109626.13,1
6374,15790448,476,France,35,18264.61,1,1,0,143345.69,0
6375,15592854,728,France,25,12896.49,1,0,1,196864.61,0
6376,15617486,474,France,52,33744.37,1,1,0,109960.4,1
6377,15806796,589,Germany,33,12008.05,1,1,0,127256.7,0
6378,15622305,752,Germany,33,10360.52,2,1,0,146192.4,0
6379,15608209,678,Germany,33,3553.84,2,1,0,48553.77,0
6380,15626898,755,France,30,10245.5,1,0,1,144407.1,0
6381,15644297,766,Germany,38,25520.84,1,0,1,195760.53,0
6382,15731569,850,France,81,2844.12,2,1,0,44827.47,0
6383,15582149,850,Germany,34,416.58,2,0,1,88743.99,0
6384,15802483,722,France,34,6581.85,2,1,1,88837.11,0
6385,15686999,581,France,40,5094.98,2,1,0,62112.7,0
6386,15623630,599,Germany,56,7921.55,1,0,0,42429.88,1
6387,15695097,603,Germany,30,12458.05,2,1,0,134175.15,0
6388,15645404,483,France,51,22087.73,2,0,0,92243.94,1
6389,15750574,697,Spain,34,1017.39,2,1,0,6175.53,0
6390,15636812,634,France,40,1605.1,1,1,0,29213.63,0
6391,15712068,592,Spain,45,4537.17,1,0,1,67214.02,0
6392,15652030,532,Germany,49,52410.3,1,1,1,169037.84,1
6393,15577398,850,France,30,17188.21,1,0,1,188809.23,0
6394,15756848,652,Spain,42,6612.71,1,0,1,79408.17,0
6395,15806929,770,Germany,36,9042.42,1,1,0,89222.66,0
6396,15656005,600,Germany,31,7167.78,1,1,0,86079.67,0
6397,15722632,582,Germany,50,3695.55,1,0,0,12944.17,1
6398,15794356,656,Germany,42,11120.29,2,0,1,166516.84,0
6399,15659656,849,France,35,11729.86,1,0,1,126419.8,0
6400,15588341,666,Spain,47,7230.74,1,1,0,89103.05,0
6401,15709142,664,Germany,30,9306.52,2,0,1,132973.17,0
6402,15627042,581,France,26,14848.34,2,1,0,93122.41,0
6403,15627517,549,Spain,27,8563.12,1,1,0,167522.19,0
6404,15803032,671,Germany,38,0,1,0,1,157239.6,0
6405,15665129,577,Germany,33,10518.51,2,1,1,107429.71,0
6406,15628272,785,France,36,3377.28,1,1,0,75304.09,0
6407,15678206,530,France,46,14613.94,1,1,0,182944.47,0
6408,15678427,730,Germany,27,481.74,2,0,1,5983.7,0
6409,15793331,813,France,32,0,2,0,0,89385.92,0
6410,15699532,539,France,51,32299.63,2,1,0,168773.54,0
6411,15643635,674,Spain,32,13098.05,1,1,0,134455.84,0
6412,15787710,503,Spain,39,4635.85,2,0,0,28368.37,0
6413,15754494,624,France,33,8432.24,1,0,1,63239.65,0
6414,15713440,377,Germany,21,19989.43,3,0,0,170138.68,1
6415,15709639,719,France,22,9816.26,1,1,0,92977.75,0
6416,15601719,492,Germany,24,15402.39,1,0,0,191368.37,0
6417,15772482,731,Germany,28,8195.57,3,1,1,104889.2,1
6418,15591489,829,France,26,1387.15,1,1,0,60285.3,0
6419,15798053,725,Spain,32,9199.79,2,1,0,126475.79,0
6420,15753895,645,Spain,37,16214.93,2,1,0,133535.99,0
6421,15595426,526,Spain,57,22566.88,2,0,0,87412.24,1
6422,15632848,657,France,36,15575.71,1,1,0,116238.39,0
6423,15703068,742,Germany,41,13255.38,2,1,0,138051.19,0
6424,15791513,643,France,41,24956.62,1,0,0,101617.64,1
6425,15587210,641,Germany,44,6.72,1,0,1,1985.41,0
6426,15793803,604,France,34,6655.61,1,1,0,165626.6,0
6427,15787756,379,Germany,51,47476.94,2,0,0,177784.68,1
6428,15702715,763,France,34,9061.97,2,1,1,50759.8,0
6429,15809872,656,France,32,14300.11,1,1,0,163216.48,0
6430,15644295,759,Spain,39,4530.65,1,0,1,74850.93,0
6431,15778694,648,Germany,26,2013.55,2,0,1,23491.09,0
6432,15759555,623,Spain,41,15645.87,2,0,1,134272.57,0
6433,15631406,522,Germany,50,12761.03,1,0,1,155721.15,0
6434,15616676,506,Germany,23,40907.2,1,1,1,147230.77,1
6435,15698324,759,France,33,4078.38,1,1,1,67879.8,0
6436,15669491,850,France,46,1454.28,1,0,1,18986.12,0
6437,15697691,544,France,41,8767.07,1,1,0,100507.81,0
6438,15665180,564,Germany,48,20702.04,1,1,0,59346.4,1
6439,15743051,718,France,30,870.43,1,0,1,31805.49,0
6440,15571873,667,France,24,4296.08,1,0,1,51959.82,0
6441,15679743,662,France,33,7358.03,1,0,1,130824.57,0
6442,15769412,670,Germany,39,11118.9,3,0,0,157694.76,1
6443,15732113,672,Spain,50,418.9,1,1,0,2560.11,0
6444,15578141,490,Germany,38,1248.53,1,1,1,12905.89,1
6445,15733705,589,France,30,1679.02,2,0,1,126434.61,0
6446,15807221,611,Spain,21,10587.43,2,1,0,103901.35,0
6447,15573045,566,France,62,6771.23,2,1,0,85153,0
6448,15756824,647,Germany,50,1583,2,1,0,12493.61,0
6449,15701439,565,Spain,50,11977.66,4,1,1,88566.9,1
6450,15785352,581,Germany,37,55526.84,1,1,1,172526.9,1
6451,15616525,736,Spain,31,8456.85,1,0,1,137985.69,0
6452,15717489,778,Germany,23,6222.91,1,0,0,19793.73,1
6453,15576111,754,Germany,33,2687.27,1,1,0,61829.89,0
6454,15595713,554,Spain,33,1167.72,1,0,1,31728.35,0
6455,15808868,624,France,31,43843.94,3,1,1,155221.05,1
6456,15708193,744,France,33,12703.73,2,1,0,130866.95,0
6457,15697801,498,Germany,56,16280.97,2,0,0,62199.78,1
6458,15770121,650,France,34,2410.69,1,0,1,24255.21,0
6459,15800524,693,Germany,29,0,1,1,0,64679.07,0
6460,15686236,484,Germany,47,3064.02,1,1,1,88120.78,1
6461,15659807,709,Spain,41,7424.38,1,1,0,66463.62,0
6462,15736078,583,Germany,33,4967.64,1,1,1,15142.1,1
6463,15620836,821,Germany,34,2095.13,2,1,0,102908.91,0
6464,15698184,567,France,50,2698.46,2,1,0,48170.57,0
6465,15717643,733,France,34,407.19,2,1,0,11597.69,0
6466,15776596,653,Germany,39,64649.67,1,1,1,172450.04,1
6467,15814757,572,Spain,31,20284.69,2,0,1,184061.17,0
6468,15812607,629,Germany,46,5832.09,1,0,1,21038.58,1
6469,15748882,752,Spain,29,11220.7,2,1,0,129192.55,0
6470,15690829,408,Germany,49,39061.11,1,1,0,146516.86,1
6471,15695819,603,Germany,43,12062.93,2,1,0,181430.91,0
6472,15696834,620,France,29,8509.07,2,0,1,121451.21,0
6473,15797710,632,Germany,29,1655.04,1,0,1,131712.51,0
6474,15700654,651,Germany,44,4927.55,2,1,0,53294.17,0
6475,15583764,801,Germany,31,13572.21,1,1,0,96546.55,0
6476,15688849,498,France,48,15390.51,3,1,1,184524.65,1
6477,15661473,737,Germany,51,52254.61,1,1,1,195259.31,1
6478,15601030,795,Germany,34,995.8,1,0,1,172618.52,0
6479,15789557,824,Germany,27,2866.33,1,1,0,59259.44,0
6480,15745250,720,France,58,7274.18,1,0,0,25899.21,1
6481,15590349,675,Germany,36,1094.83,1,1,1,3749,1
6482,15741693,731,France,40,8200.48,1,0,1,101918.96,0
6483,15618446,605,France,50,3560.75,2,0,1,57802.62,0
6484,15668775,764,France,47,14498.67,1,1,0,143829.54,0
6485,15757895,581,Germany,30,460.17,1,0,1,44114.88,0
6486,15774551,785,Spain,36,20618.02,1,0,1,186948.35,0
6487,15684011,631,Germany,29,16446.47,1,1,1,173629.78,0
6488,15736146,622,Germany,28,2217.87,1,0,1,49133.45,0
6489,15656286,795,France,33,18385.47,2,1,0,178122.71,0
6490,15774847,661,France,50,2409.23,1,1,0,20893.61,0
6491,15619340,651,Spain,38,4312.71,2,1,0,41303.29,0
6492,15815656,454,Germany,39,0,1,0,0,199808.1,1
6493,15623357,724,Germany,24,8604.07,1,1,1,180490.53,0
6494,15715510,785,France,29,3130.58,2,0,1,73686.75,0
6495,15663770,806,France,38,17644.09,1,0,1,172497.73,0
6496,15779267,651,France,47,0,2,1,0,89286.29,0
6497,15584620,821,Germany,36,4667.45,1,0,0,22102.25,1
6498,15750772,702,France,38,10904.18,1,1,0,76068.95,0
6499,15594391,667,France,68,35342.59,1,1,1,159557.28,1
6500,15631217,699,France,40,1543.67,1,0,1,33607.72,0
6501,15588955,452,Germany,43,20975.53,3,0,0,141035.65,1
6502,15758252,563,Germany,45,10799.23,2,0,1,115719.08,0
6503,15740223,396,Germany,51,9603.69,3,1,1,86128.21,1
6504,15805413,785,France,31,23593.82,2,0,1,147668.64,0
6505,15635116,611,Spain,60,33042.22,1,1,1,177480.45,1
6506,15764892,664,Spain,51,21429.64,2,1,0,190937.09,0
6507,15795936,577,France,50,7014.34,2,1,0,84531.79,0
6508,15655232,471,Germany,35,9631.47,2,1,0,161133.4,0
6509,15640133,706,France,34,19683.03,2,1,0,185555.63,0
6510,15751524,680,Germany,36,326.63,1,1,0,33075.24,0
6511,15670552,563,France,31,3307.74,1,1,0,39806.75,0
6512,15623966,655,France,35,2125.37,2,1,0,26389.92,0
6513,15752193,454,Spain,34,849.02,1,0,1,12162.76,0
6514,15607269,566,Germany,49,9643.22,2,0,1,167237.94,0
6515,15700752,579,France,32,3995.56,2,1,0,52067.37,0
6516,15777901,553,Germany,43,51937.55,1,1,1,184006.36,1
6517,15639117,542,Germany,69,96.8,1,0,0,582.59,1
6518,15720203,625,Spain,28,8119.62,1,1,0,143274.41,0
6519,15586236,701,France,31,13727.92,3,0,1,54474.48,1
6520,15676645,612,France,45,12732.82,2,1,0,121428.2,0
6521,15603749,437,France,53,2572.96,1,0,0,41055.71,1
6522,15608956,736,France,33,174.86,1,1,0,41590.4,0
6523,15733872,787,Germany,38,10957.27,2,1,1,54019.93,1
6524,15666982,640,Germany,38,2820.8,1,1,0,76053.07,0
6525,15602647,692,Germany,39,37993.5,1,0,1,184977.2,1
6526,15623063,593,Germany,35,43372.07,1,1,1,127678.95,1
6527,15682928,697,Spain,39,0,1,1,0,1243.97,0
6528,15729246,847,Spain,31,3677.52,2,1,0,76326.67,0
6529,15803352,650,Germany,33,5557.05,2,0,1,57751.21,0
6530,15607485,695,Spain,29,7618.74,2,1,0,138880.24,0
6531,15656249,726,France,34,6584.72,2,0,1,136120.29,0
6532,15761783,656,France,41,23771.52,1,1,0,167621.18,0
6533,15716605,750,Germany,24,2466.48,2,1,0,173276.62,0
6534,15603096,388,Germany,47,4189.42,1,0,0,66333.56,1
6535,15588580,590,Germany,36,3909.21,1,1,0,70240.79,0
6536,15770539,792,France,30,8256.3,1,1,0,113553.42,0
6537,15572022,613,France,36,57.74,1,0,1,690.84,0
6538,15571843,594,Spain,24,14968.64,1,0,1,98802.76,0
6539,15752502,633,France,41,1949.39,1,1,0,130661.95,0
6540,15636590,575,France,46,6697.84,2,1,1,65998.26,0
6541,15775108,597,France,34,11896.27,2,1,0,186052.15,0
6542,15708904,850,France,37,10950.56,1,0,1,100101.06,0
6543,15600086,733,France,48,9774.13,1,1,0,169952.82,0
6544,15814675,554,Germany,39,18310.24,1,1,1,61792.76,1
6545,15572777,780,Spain,47,1112.79,1,0,1,37973.13,0
6546,15585106,508,Germany,38,5112.64,2,0,1,188974.81,0
6547,15738936,763,Germany,29,8308.85,2,1,1,86334.64,0
6548,15750970,601,Spain,40,15148.44,1,1,0,152845.99,0
6549,15692106,591,Spain,25,7870.14,3,0,0,45482.04,1
6550,15791533,350,Spain,42,11462.97,1,1,1,168816.73,1
6551,15785576,540,Germany,71,14851.08,1,1,0,125848.88,0
6552,15798834,719,Spain,32,7964.29,1,1,0,76264.27,0
6553,15637427,486,Spain,25,1128.7,2,0,1,15306.29,0
6554,15576990,799,Germany,25,3313.52,1,1,0,58214.79,0
6555,15615352,603,France,31,1598.84,2,0,1,35877.03,0
6556,15647333,659,France,27,2446.74,1,1,0,21254.06,0
6557,15572050,749,Germany,48,7752.9,1,1,1,24533.89,1
6558,15769783,615,Spain,37,43.75,1,0,1,807.06,0
6559,15793135,746,Germany,24,0,1,1,0,121592.5,0
6560,15599182,657,Spain,33,331.58,2,0,1,4700.66,0
6561,15689517,660,France,27,19341.75,1,1,0,161909.95,0
6562,15641366,497,Germany,61,3875.14,1,1,1,90389.61,1
6563,15588859,367,Spain,44,72.65,2,1,0,2919.21,1
6564,15732293,775,Spain,31,5214.67,2,0,1,99086.74,0
6565,15568032,783,Germany,31,7661.07,3,0,1,163170.32,0
6566,15606601,574,France,22,5111.82,2,1,0,73286.8,0
6567,15800811,721,France,40,0,1,0,1,146056.29,0
6568,15610711,699,Germany,40,16065.1,1,0,1,167673.37,0
6569,15576077,631,France,27,984.2,1,1,0,103381.47,0
6570,15643378,751,France,42,14653.85,1,0,1,83022.92,0
6571,15566790,612,France,28,1618.73,2,0,1,46041.08,0
6572,15774402,579,Spain,36,5587.61,1,1,0,182843.24,0
6573,15605916,576,France,50,57103.2,1,1,1,183399.12,1
6574,15812356,754,Germany,40,9255.34,2,1,0,152883.95,0
6575,15644179,502,Germany,39,13582.65,3,1,0,50560.45,1
6576,15623314,581,Germany,59,1507.37,1,0,0,78365.75,0
6577,15613292,727,France,21,5035.08,2,1,0,68666.63,0
6578,15759480,676,France,40,1777.21,1,0,1,19959.67,0
6579,15587712,608,France,36,2295.48,1,1,0,26955.72,0
6580,15671165,667,France,66,12113.93,1,0,1,76267.59,0
6581,15620746,636,France,42,11124.63,1,0,1,100998.5,0
6582,15706537,591,Germany,59,11579.14,1,0,1,191070.01,0
6583,15589312,663,France,30,9923.8,1,1,0,176858.5,0
6584,15741180,658,France,54,2827.59,1,0,1,45325.26,0
6585,15733888,562,Germany,36,47749.78,1,1,0,190958.48,1
6586,15798532,815,France,32,4236.1,2,0,1,78896.59,0
